Theophile-Thibault,Alexandre,PARIS,75001,01.08.15.40.49,theophile-thibault.alexandre@server.fr,
Bernard-Thomas,Alexandre,VILLEURBANNE,69100,04.34.25.10.32,bernard-thomas.alexandre@server.fr,ouvrier
,Alexandre,,,04.20.66.11.27,eric.alexandre@server.fr,
Victoire,Alexandre,MARSEILLE,13004,04.08.23.71.76,victoire.alexandre@server.fr,
,Alexandre de Rossi,TOULOUSE,31200,05.26.31.69.69,anne.alexandre-de-rossi@server.fr,
,Alexandre de la Lecoq,NANTES,44200,02.76.51.68.55,zacharie.alexandre-de-la-lecoq@server.fr,barman
,Alexandre du Rodriguez,MARSEILLE,13003,04.49.09.82.47,arthur.alexandre-du-rodriguez@server.fr,enseignant
Eugene,Alexandre-Perrin,,,01.57.97.27.26,eugene.alexandre-perrin@server.fr,
,Allain,,,04.46.30.53.97,emile.allain@server.fr,cuisinier
Andree,Allain,ST ETIENNE,42000,04.20.34.51.52,andree.allain@server.fr,informaticien
Marine,Allain,PARIS,75003,01.16.52.78.29,marine.allain@server.fr,
Lorraine,Allain,ST ETIENNE,42100,04.42.74.98.62,lorraine.allain@server.fr,
,Allain,NANTES,44000,02.95.40.33.81,alice.allain@server.fr,enseignant
Philippine,Allain,MARSEILLE,13013,04.77.42.95.01,,
,Allain,MARSEILLE,13007,04.11.33.14.89,philippine-therese.allain@server.fr,enseignant
Alex,Allain,LYON,69009,04.44.61.44.48,alex.allain@server.fr,banquier
Sabine,Allain,PARIS,75011,01.14.24.58.54,sabine.allain@server.fr,
Jean,Allain,,,01.34.19.15.35,jean.allain@server.fr,cuisinier
Josette,Allain,,,04.27.43.46.44,josette.allain@server.fr,
Yves,Allain,,,04.47.21.99.91,yves.allain@server.fr,barman
Luc,Allain de Legrand,MARSEILLE,13008,04.82.30.52.10,luc.allain-de-legrand@server.fr,chercheur
Suzanne,Allain du Laurent,NANTES,44200,02.30.47.19.37,suzanne.allain-du-laurent@server.fr,
Stephane,Allain-Berthelot,LYON,69005,04.30.52.45.50,stephane.allain-berthelot@server.fr,chauffeur
Rene,Allard,MONTPELLIER,34000,04.79.94.78.37,rene.allard@server.fr,
Renee,Allard,STRASBOURG,67100,03.26.30.87.28,renee.allard@server.fr,
Luc,Allard,,,04.44.56.06.61,luc.allard@server.fr,avocat
Alain,Allard,TOULOUSE,31000,05.52.67.46.27,alain.allard@server.fr,chercheur
Louis,Allard,,,04.14.02.17.95,louis.allard@server.fr,ouvrier
,Allard,LYON,69008,04.23.89.89.51,theophile.allard@server.fr,
Theophile,Allard,MONTPELLIER,34080,04.25.99.69.86,theophile.allard@server.fr,agriculteur
,Allard,ST ETIENNE,42100,04.61.73.03.24,isaac.allard@server.fr,banquier
Therese-Renee,Allard,PARIS,75005,01.90.76.99.52,therese-renee.allard@server.fr,barman
Christiane-Astrid,Allard,TOULOUSE,31300,05.51.46.62.56,christiane-astrid.allard@server.fr,avocat
Claudine,Allard,,,04.89.60.35.24,,
Noemi,Allard,ST ETIENNE,42000,04.09.82.11.17,noemi.allard@server.fr,boulanger
Vincent,Allard,PARIS,75008,01.03.87.54.73,vincent.allard@server.fr,barman
,Allard,MONTPELLIER,34090,04.50.95.35.11,,chef d'entreprise
daisy,Allard,PARIS,75006,01.21.67.29.71,daisy.allard@server.fr,
Laurent,Allard-Rodriguez,,,04.55.99.57.15,laurent.allard-rodriguez@server.fr,medecin
Elodie-Michele,Alves,TOULOUSE,31300,05.68.42.65.03,elodie-michele.alves@server.fr,informaticien
,Alves,LYON,69007,04.92.48.81.81,richard.alves@server.fr,
Diane,Alves,MARSEILLE,13013,04.09.70.09.07,diane.alves@server.fr,journaliste
Anais-Gabrielle,Alves,CHAMPAGNE-AU-MONT-D'69410,69410,04.16.05.05.90,anais-gabrielle.alves@server.fr,militaire
Gilles,Alves,MARSEILLE,13008,04.65.10.68.45,gilles.alves@server.fr,militaire
Alain,Alves,TOULOUSE,31500,05.40.65.96.84,alain.alves@server.fr,militaire
Noel,Alves,PARIS,75003,01.82.90.92.91,noel.alves@server.fr,enseignant
Zacharie,Alves,NICE,6200,04.49.58.25.64,zacharie.alves@server.fr,comptable
Michele,Andre,CHAMPAGNE-AU-MONT-D'69410,69410,04.10.18.98.47,michele.andre@server.fr,acteur
Emmanuelle,Andre,MARSEILLE,13011,04.51.77.86.41,emmanuelle.andre@server.fr,
Joseph-Thomas,Andre,MARSEILLE,13013,04.94.54.20.50,joseph-thomas.andre@server.fr,militaire
Eric,Andre,,,05.55.18.76.35,eric.andre@server.fr,
Roger,Andre,NICE,6200,04.38.45.21.72,roger.andre@server.fr,footballeur
Henri-Eugene,Andre,PARIS,75001,01.28.71.32.29,henri-eugene.andre@server.fr,
Thibault,Andre,TOULOUSE,31000,05.44.43.64.10,thibault.andre@server.fr,footballeur
Maryse,Andre,LYON,69003,04.26.15.19.25,maryse.andre@server.fr,footballeur
Frederic,Andre Le Mace,MARSEILLE,13011,04.97.22.61.54,frederic.andre-le-mace@server.fr,enseignant
Maryse,Andre de la De Sousa,,,04.11.83.03.38,maryse.andre-de-la-de-sousa@server.fr,
Antoine,Andre-Gerard,MONTPELLIER,34070,04.28.86.50.02,antoine.andre-gerard@server.fr,
Penelope,Antoine,MARSEILLE,13010,04.19.82.65.38,,
,Antoine,PARIS,75003,01.85.29.43.35,adrienne.antoine@server.fr,medecin
Alexandrie,Antoine,PARIS,75002,01.75.88.57.29,alexandrie.antoine@server.fr,medecin
Guillaume,Antoine,MARSEILLE,13008,04.50.19.32.99,guillaume.antoine@server.fr,
Laetitia,Antoine,MARSEILLE,13013,04.24.63.99.82,laetitia.antoine@server.fr,
,Antoine,,,04.17.78.77.11,christiane.antoine@server.fr,architecte
Francois,Antoine,MARSEILLE,13009,04.15.73.69.60,,enseignant
Ines,Antoine,MONTPELLIER,34080,04.26.11.86.60,ines.antoine@server.fr,technicien
Alfred,Antoine,,,05.97.93.07.96,alfred.antoine@server.fr,
Alphonseee,Antoine,NICE,6200,04.06.48.44.74,alphonse.antoine@server.fr,architecte
Benoit,Antoine,,,04.32.69.14.30,benoit.antoine@server.fr,
Mathilde,Antoine,NANTES,44300,02.45.02.69.43,mathilde.antoine@server.fr,journaliste
Luc,Arnaud,,,01.39.92.15.27,luc.arnaud@server.fr,
Maggie,Arnaud,,,04.26.43.67.56,maggie.arnaud@server.fr,
Nath,Arnaud,,,04.19.04.26.98,nath.arnaud@server.fr,chauffeur
Celina,Arnaud,BORDEAUX,33200,05.76.31.08.38,,avocat
William,Arnaud,MONTPELLIER,34080,04.68.03.99.67,william.arnaud@server.fr,enseignant
Roland,Arnaud,NANTES,44100,02.64.95.74.65,roland.arnaud@server.fr,architecte
Lucas,Arnaud,,,03.02.25.56.48,lucas.arnaud@server.fr,acteur
Bertrand,Arnaud,TOULON,83000,04.96.08.48.85,bertrand.arnaud@server.fr,
Denis,Arnaud de Guillet,,,01.62.97.83.76,denis.arnaud-de-guillet@server.fr,informaticien
,Arnaud de Joubert,PARIS,75017,01.33.65.70.11,julien.arnaud-de-joubert@server.fr,banquier
,Arnaud du Dupuy,,,01.73.28.25.91,,
Martin,Arnaud-Maillard,MARSEILLE,13009,04.32.38.66.47,martin.arnaud-maillard@server.fr,
Zacharie,Arnaud-Marie,STRASBOURG,67000,03.74.10.47.19,zacharie.arnaud-marie@server.fr,
Laurent,Aubert,RENNES,35700,02.57.04.47.30,laurent.aubert@server.fr,barman
Laurent,Aubert,LYON,69005,04.71.29.92.51,laurent.aubert@server.fr,militaire
Laurent,Aubert,BORDEAUX,33000,05.68.87.11.23,laurent.aubert@server.fr,
Denis,Aubert,,,04.38.12.45.82,,journaliste
,Aubert,,,01.13.38.06.40,denise.aubert@server.fr,chef d'entreprise
Martine,Aubert,PARIS,75004,01.81.14.38.89,martine.aubert@server.fr,
,Aubert,,,04.96.15.86.48,mathilde-patricia.aubert@server.fr,
Eugene,Aubert,MONTPELLIER,34000,04.47.15.57.16,eugene.aubert@server.fr,informaticien
Paul,Aubert,NANTES,44200,02.58.94.96.04,paul.aubert@server.fr,
Renee,Aubert,PARIS,75116,01.78.99.46.69,renee.aubert@server.fr,architecte
,Aubert,NANTES,44000,02.42.82.86.47,,
Henriette,Aubert,LE HAVRE,76610,02.24.45.80.07,henriette.aubert@server.fr,
,Aubert,MARSEILLE,13001,04.84.66.96.69,anne.aubert@server.fr,journaliste
Clemence,Aubert,PARIS,75012,01.47.54.62.44,clemence.aubert@server.fr,
Alex,Aubert Le Guyon,STRASBOURG,67100,03.00.37.67.72,alex.aubert-le-guyon@server.fr,
Bertrand,Aubert du Mallet,PARIS,75005,01.77.40.45.81,bertrand.aubert-du-mallet@server.fr,chef d'entreprise
,Aubert du Mary,STRASBOURG,67200,03.54.31.90.48,gilbert.aubert-du-mary@server.fr,
,Aubert-Berthelot,,,03.82.39.42.23,philippine.aubert-berthelot@server.fr,comptable
Benjamin,Aubry,PARIS,75020,01.85.04.60.89,benjamin.aubry@server.fr,cuisinier
Alfred,Aubry,NICE,6200,04.09.59.21.48,alfred.aubry@server.fr,
,Aubry,RENNES,35700,02.73.56.03.78,diane-frederique.aubry@server.fr,
Paul,Aubry,NICE,6200,04.44.99.77.18,paul.aubry@server.fr,technicien
Alex,Aubry,MARSEILLE,13009,04.24.90.19.52,alex.aubry@server.fr,boulanger
Emmanuelle,Aubry,PARIS,75006,01.26.34.58.25,emmanuelle.aubry@server.fr,avocat
Marc,Aubry,NICE,6000,04.20.20.30.73,marc.aubry@server.fr,barman
,Aubry,,,03.15.78.00.55,luce.aubry@server.fr,cuisinier
Renee,Aubry,,,05.50.51.32.08,renee.aubry@server.fr,
Madeleine-Susanne,Aubry,MARSEILLE,13003,04.37.63.96.65,,
Valentine,Aubry,,,01.41.46.23.38,valentine.aubry@server.fr,
Alexandrie,Aubry,,,01.01.64.64.43,alexandrie.aubry@server.fr,informaticien
Elodie,Aubry,MONTPELLIER,34000,04.92.70.76.24,elodie.aubry@server.fr,medecin
Adrien,Aubry Le Huet,,,02.54.50.51.41,adrien.aubry-le-huet@server.fr,banquier
Lucy,Aubry de la Lefort,MARSEILLE,13013,04.37.20.85.34,lucy.aubry-de-la-lefort@server.fr,
Lucie,Auger,PARIS,75020,01.67.82.40.28,lucie.auger@server.fr,
Nathalie,Auger,,,01.00.59.18.38,nathalie.auger@server.fr,banquier
,Auger,,,04.00.42.49.23,louis.auger@server.fr,chercheur
,Auger,PARIS,75016,01.32.91.34.41,gabriel.auger@server.fr,banquier
Emile,Auger,,,04.63.95.75.35,emile.auger@server.fr,
Emmanuel,Auger-Labbe,MARSEILLE,13004,04.45.86.07.76,emmanuel.auger-labbe@server.fr,chercheur
Michele,Auger-Nicolas,BORDEAUX,33300,05.67.39.26.24,,
,Bailly,TOULON,83100,04.29.97.71.58,guillaume.bailly@server.fr,boulanger
Caroline,Bailly,LILLE,59260,03.03.71.41.60,caroline.bailly@server.fr,
Gabrielle,Bailly,,,04.20.16.55.30,gabrielle.bailly@server.fr,
Amelie,Bailly,BORDEAUX,33300,05.78.06.03.54,amelie.bailly@server.fr,
Noel,Bailly,MARSEILLE,13004,04.62.16.95.13,,technicien
Richard,Bailly,,,02.55.95.30.24,richard.bailly@server.fr,footballeur
Virginie,Bailly,MARSEILLE,13008,04.37.29.02.46,virginie.bailly@server.fr,
Martin,Bailly,MARSEILLE,13003,04.74.53.66.53,martin.bailly@server.fr,boulanger
Alexandrie,Bailly-Bouchet,,,05.82.35.03.16,alexandrie.bailly-bouchet@server.fr,
Augustin,Bailly-Gerard,TOULOUSE,31500,05.85.49.90.64,,boulanger
,Bailly-Lelievre,MARSEILLE,13009,04.05.43.14.37,henri.bailly-lelievre@server.fr,cuisinier
Honore,Bailly-Louis,PARIS,75016,01.39.62.46.54,honore.bailly-louis@server.fr,
Philippe,Barbe,NICE,6200,04.90.54.76.64,philippe.barbe@server.fr,
Luce,Barbe,,,01.69.71.51.49,luce.barbe@server.fr,militaire
Charles,Barbe,,,01.06.85.72.77,charles.barbe@server.fr,comptable
Robert,Barbe,,,04.37.65.46.82,robert.barbe@server.fr,chauffeur
Patrick,Barbe,PARIS,75013,01.54.80.75.46,patrick.barbe@server.fr,avocat
Henri,Barbe,NICE,6100,04.41.87.75.08,henri.barbe@server.fr,
,Barbe,SAINT-DENIS,93200,01.44.34.48.01,,militaire
Hugues,Barbe,LE HAVRE,76600,02.93.65.57.14,hugues.barbe@server.fr,
Bertrand,Barbe de Blanchet,PARIS,75008,01.57.81.23.29,bertrand.barbe-de-blanchet@server.fr,
Danielle,Barbe du Collin,PIERRE BENITE,69310,04.48.90.45.12,danielle.barbe-du-collin@server.fr,
Marcel,Barbe-Vasseur,,,01.51.47.02.66,marcel.barbe-vasseur@server.fr,chauffeur
Frederic,Barbier,TOULOUSE,31000,05.31.60.83.73,,informaticien
Patrick,Barbier,,,04.91.39.44.47,patrick.barbier@server.fr,
,Barbier,NICE,6100,04.38.39.94.38,,acteur
Pauline,Barbier,PARIS,75018,01.21.63.32.67,pauline.barbier@server.fr,
Charles-William,Barbier,,,01.82.92.11.35,charles-william.barbier@server.fr,boulanger
Agathe,Barbier,NICE,6200,04.00.15.25.44,agathe.barbier@server.fr,comptable
Rene,Barbier de Lacombe,MARSEILLE,13002,04.25.54.44.97,rene.barbier-de-lacombe@server.fr,informaticien
,Barbier de la Gaudin,,,04.28.57.25.68,marine.barbier-de-la-gaudin@server.fr,militaire
,Barbier-Ramos,LYON,69001,04.40.59.10.79,,journaliste
,Baron,LYON,69003,04.41.96.84.24,paul.baron@server.fr,
,Baron,LE HAVRE,76610,02.10.15.34.80,charles.baron@server.fr,boulanger
Nicolas-Thomas,Baron,MARSEILLE,13008,04.07.57.43.07,nicolas-thomas.baron@server.fr,
Simone,Baron,PARIS,75005,01.79.41.12.38,simone.baron@server.fr,agriculteur
Franck,Baron,MARSEILLE,13008,04.41.45.76.86,franck.baron@server.fr,medecin
Maryse,Baron,MARSEILLE,13013,04.81.74.37.96,maryse.baron@server.fr,banquier
Emile,Baron,TOULOUSE,31400,05.78.77.86.79,emile.baron@server.fr,enseignant
,Baron,MARSEILLE,13008,04.37.38.13.89,rene.baron@server.fr,informaticien
Thomas,Baron,RILLIEUX LA PAPE,69140,04.58.97.78.41,thomas.baron@server.fr,medecin
Thomas,Baron,MARSEILLE,13013,04.75.99.08.06,thomas.baron@server.fr,barman
Margot,Baron,,,04.52.68.63.36,margot.baron@server.fr,
Jeannine,Baron,,,02.47.65.20.14,jeannine.baron@server.fr,enseignant
Bernard,Baron,MARSEILLE,13010,04.42.41.86.45,bernard.baron@server.fr,
,Baron,LYON,69003,04.66.77.93.91,auguste.baron@server.fr,chef d'entreprise
,Baron,,,04.73.38.00.46,yves.baron@server.fr,
Corinne-Manon,Baron,PARIS,75005,01.89.44.69.38,corinne-manon.baron@server.fr,technicien
Louise,Baron Le Bigot,RILLIEUX LA PAPE,69140,04.39.68.06.50,louise.baron-le-bigot@server.fr,boulanger
Laurent,Baron du Guilbert,MARSEILLE,13013,04.78.56.09.05,laurent.baron-du-guilbert@server.fr,
,Baron-Descamps,MARSEILLE,13011,04.21.21.87.46,michel.baron-descamps@server.fr,ouvrier
Suzanne,Barre,,,04.71.28.54.96,suzanne.barre@server.fr,medecin
Alain,Barre,MARSEILLE,13013,04.87.89.66.69,alain.barre@server.fr,chercheur
,Barre,,,03.45.22.48.79,,chef d'entreprise
,Barre,BORDEAUX,33000,05.06.24.10.40,charlotte.barre@server.fr,
Charlotte,Barre,PARIS,75015,01.87.40.72.59,charlotte.barre@server.fr,enseignant
Arnaude,Barre,PARIS,75005,01.02.68.31.02,arnaude.barre@server.fr,
Laure,Barre,,,03.32.83.15.35,laure.barre@server.fr,
Diane,Barre,LYON,69008,04.72.08.31.74,diane.barre@server.fr,
Julie,Barre,PARIS,75016,01.58.20.12.92,julie.barre@server.fr,boulanger
Daniel-Luc,Barre,,,04.15.32.21.09,daniel-luc.barre@server.fr,
Sabine,Barre de Leconte,,,01.81.75.50.79,sabine.barre-de-leconte@server.fr,enseignant
Victoire,Barre de Voisin,,,01.05.52.03.57,victoire.barre-de-voisin@server.fr,chauffeur
,Barre-Ribeiro,TOULOUSE,31200,05.76.09.21.76,frederic.barre-ribeiro@server.fr,ouvrier
Adele,Barthelemy,,,02.15.23.25.75,adele.barthelemy@server.fr,barman
,Barthelemy,,,04.10.50.55.71,victor.barthelemy@server.fr,medecin
Lucas,Barthelemy,,,01.26.17.35.28,,avocat
Sabine,Barthelemy,,,01.61.28.78.47,sabine.barthelemy@server.fr,acteur
Sebastien,Barthelemy,LILLE,59260,03.81.27.59.35,sebastien.barthelemy@server.fr,acteur
Alix,Barthelemy,MARSEILLE,13013,04.01.04.11.37,alix.barthelemy@server.fr,
,Barthelemy,,,04.10.21.12.78,sebastien.barthelemy@server.fr,enseignant
,Barthelemy,PARIS,75014,01.41.53.23.29,francois.barthelemy@server.fr,banquier
Edith,Barthelemy,MARSEILLE,13013,04.57.57.44.15,edith.barthelemy@server.fr,journaliste
,Barthelemy,PARIS,75019,01.99.89.19.71,nathalie.barthelemy@server.fr,
,Barthelemy,LYON,69005,04.19.87.71.93,zacharie.barthelemy@server.fr,journaliste
Thibault,Barthelemy du Duval,BORDEAUX,33300,05.25.99.51.76,,
Caroline-Margaux,Baudry,RENNES,35700,02.01.47.96.18,caroline-margaux.baudry@server.fr,
Matthieu,Baudry,,,01.03.03.80.86,matthieu.baudry@server.fr,
Maurice-Aime,Baudry,,,04.98.54.93.85,,avocat
Michel,Baudry,,,04.49.98.03.06,,
Stephanie,Baudry,,,04.66.28.16.99,stephanie.baudry@server.fr,cuisinier
Frederic-Adrien,Baudry,PARIS,75009,01.57.32.48.61,frederic-adrien.baudry@server.fr,chercheur
Georges,Baudry,MARSEILLE,13012,04.90.87.94.12,georges.baudry@server.fr,
Vincent,Baudry,,,02.95.64.21.46,vincent.baudry@server.fr,boulanger
Gerard,Baudry,PARIS,75020,01.18.26.70.28,gerard.baudry@server.fr,chef d'entreprise
William,Baudry,,,04.66.79.55.41,william.baudry@server.fr,journaliste
Noel,Baudry,MARSEILLE,13016,04.83.46.21.95,noel.baudry@server.fr,footballeur
Jerome-Thierry,Baudry,PARIS,75012,01.62.86.70.97,jerome-thierry.baudry@server.fr,militaire
Nicole,Baudry de Bruneau,BORDEAUX,33200,05.88.30.64.62,nicole.baudry-de-bruneau@server.fr,
Arthur,Baudry de la Samson,,,05.41.40.18.10,arthur.baudry-de-la-samson@server.fr,architecte
Christine,Baudry-Giraud,MARSEILLE,13015,04.53.78.94.08,christine.baudry-giraud@server.fr,
Guillaume,Baudry-Le Roux,PARIS,75014,01.91.44.69.52,guillaume.baudry-le-roux@server.fr,enseignant
Daniel,Bazin,MARSEILLE,13009,04.01.11.13.68,,comptable
Guy,Bazin,MARSEILLE,13008,04.51.93.31.60,guy.bazin@server.fr,
,Bazin,STRASBOURG,67200,03.33.58.61.39,celina.bazin@server.fr,chercheur
Raymond-Arthur,Bazin,MARSEILLE,13011,04.69.15.10.03,raymond-arthur.bazin@server.fr,informaticien
,Bazin,PARIS,75010,01.56.47.95.26,margaud-claude.bazin@server.fr,militaire
,Bazin,MARSEILLE,13013,04.57.45.76.98,sebastien.bazin@server.fr,
,Bazin,,,04.79.54.38.70,henri.bazin@server.fr,
Vincent,Bazin,,,04.72.98.46.11,,
Claude,Bazin,,,04.77.69.57.29,claude.bazin@server.fr,
Martine,Bazin,,,04.30.00.87.08,martine.bazin@server.fr,
Alexandria,Bazin,,,04.12.05.72.76,alexandria.bazin@server.fr,
Adrienne,Bazin de Gilbert,,,04.81.38.58.77,adrienne.bazin-de-gilbert@server.fr,barman
Christine,Bazin du Bertrand,CALUIRE-ET-CUIRE,69300,04.07.24.94.58,christine.bazin-du-bertrand@server.fr,
,Bazin-Vallet,MARSEILLE,13007,04.00.32.83.27,georges.bazin-vallet@server.fr,militaire
Virginie,Becker,NANTES,44200,02.93.31.50.79,virginie.becker@server.fr,
Richard,Becker,,,01.79.13.63.36,richard.becker@server.fr,enseignant
Andre,Becker,PARIS,75008,01.99.22.84.55,,
Stephane,Becker,,,04.58.86.69.93,stephane.becker@server.fr,medecin
Aime,Becker,PARIS,75116,01.30.86.43.76,aime.becker@server.fr,chauffeur
Noel,Becker,STRASBOURG,67200,03.10.63.88.61,noel.becker@server.fr,
Roland,Becker,MARSEILLE,13013,04.36.31.02.42,,militaire
Georges,Becker,,,05.39.49.91.89,,militaire
Valerie,Becker,LYON,69007,04.16.49.27.15,valerie.becker@server.fr,
,Becker,PARIS,75002,01.81.30.33.94,adelaide.becker@server.fr,comptable
Honore,Becker du Andre,LILLE,59000,03.64.75.01.95,honore.becker-du-andre@server.fr,avocat
Honore,Becker-Pineau,,,04.64.23.46.83,honore.becker-pineau@server.fr,acteur
,Becker-Robin,BORDEAUX,33100,05.69.35.55.41,,ouvrier
Denis,Begue,LILLE,59160,03.86.55.36.73,denis.begue@server.fr,militaire
Frederique,Begue,,,03.38.07.11.76,frederique.begue@server.fr,militaire
,Begue,,,04.72.03.21.33,bernard.begue@server.fr,
Claude,Begue,,,01.76.91.77.91,claude.begue@server.fr,
Jerome-Alfred,Begue,MEYZIEU,69330,04.22.04.60.07,jerome-alfred.begue@server.fr,
Marie-Lorraine,Begue,GIVORS,69700,04.95.91.34.96,,technicien
Yves-Thierry,Begue,,,04.34.69.30.00,yves-thierry.begue@server.fr,medecin
Frederique,Begue de la Noel,,,04.92.86.99.37,frederique.begue-de-la-noel@server.fr,
Emile,Begue-Blin,,,04.57.27.53.04,emile.begue-blin@server.fr,
Camille,Benard,,,01.30.40.49.51,camille.benard@server.fr,
,Benard,NICE,6200,04.82.76.75.23,denis.benard@server.fr,enseignant
Benoit,Benard,,,02.83.98.82.59,benoit.benard@server.fr,
Eric,Benard,PARIS,75019,01.98.80.87.54,eric.benard@server.fr,
Anouk,Benard,MARSEILLE,13008,04.57.18.44.46,anouk.benard@server.fr,
Genevieve,Benard,,,03.27.13.48.54,genevieve.benard@server.fr,
Gilles,Benard,TOULOUSE,31500,05.37.42.99.50,gilles.benard@server.fr,
Lucas-Patrick,Benard,PARIS,75007,01.34.46.08.53,lucas-patrick.benard@server.fr,chef d'entreprise
Aimee-Luce,Benard,PARIS,75015,01.78.08.87.04,aimee-luce.benard@server.fr,technicien
Olivier,Benard,,,05.98.52.91.24,olivier.benard@server.fr,chercheur
Penelope,Benard,MARSEILLE,13013,04.39.52.64.18,penelope.benard@server.fr,agriculteur
Richard,Benard,NICE,6200,04.49.28.87.84,richard.benard@server.fr,
,Benard,,,05.26.26.33.48,sylvie-pauline.benard@server.fr,
Aurore,Benard de Charrier,LYON,69005,04.21.23.59.98,aurore.benard-de-charrier@server.fr,
Alain,Benard de la Leger,,,04.99.41.32.36,alain.benard-de-la-leger@server.fr,footballeur
Olivier,Benard du Pires,MARSEILLE,13013,04.50.17.08.10,olivier.benard-du-pires@server.fr,militaire
Agnes,Benard-Colas,ST ETIENNE,42100,04.37.93.46.69,agnes.benard-colas@server.fr,
Josephine,Benard-Hoareau,AIX-EN-PROVENCE,13090,04.60.29.12.47,josephine.benard-hoareau@server.fr,
,Benard-Raynaud,,,01.59.53.90.53,michel.benard-raynaud@server.fr,
Antoinette,Benoit,SAINT-DENIS,93210,01.47.53.32.77,antoinette.benoit@server.fr,medecin
Marine,Benoit,NICE,6200,04.13.65.76.50,marine.benoit@server.fr,technicien
Matthieu,Benoit,NICE,6200,04.56.75.95.48,matthieu.benoit@server.fr,
Aurelie,Benoit,,,02.14.78.82.56,aurelie.benoit@server.fr,avocat
,Benoit,MARSEILLE,13015,04.11.27.42.16,corinne.benoit@server.fr,informaticien
Alfred,Benoit,MARSEILLE,13001,04.71.06.04.24,alfred.benoit@server.fr,
,Benoit,TOULON,83100,04.29.47.93.97,victor-roger.benoit@server.fr,ouvrier
Adelaide,Benoit,MARSEILLE,13012,04.16.23.32.39,adelaide.benoit@server.fr,
,Benoit-Pereira,PARIS,75010,01.01.51.44.10,alfred.benoit-pereira@server.fr,comptable
,Berger,,,01.26.26.04.62,martin.berger@server.fr,
Arthur-Victor,Berger,,,04.47.46.81.74,arthur-victor.berger@server.fr,informaticien
,Berger,,,01.56.52.45.72,gabriel.berger@server.fr,footballeur
Patricia,Berger,VILLEURBANNE,69100,04.74.09.29.36,,
,Berger,CALUIRE-ET-CUIRE,69300,04.17.71.07.46,guillaume.berger@server.fr,medecin
Guy,Berger,,,05.74.96.69.38,,
Victoire,Berger-Clerc,GRENOBLE,38100,04.88.84.79.43,victoire.berger-clerc@server.fr,
Antoinette,Berger-Dupuy,PARIS,75017,01.97.75.13.20,antoinette.berger-dupuy@server.fr,
,Bernard,LYON,69005,04.67.43.50.05,margaud.bernard@server.fr,footballeur
Colette,Bernard,BORDEAUX,33100,05.91.48.55.98,colette.bernard@server.fr,militaire
